100600292	2020-04-27T23:13:03.000Z	1254911466932764681	    Faucci says that the Travel Ban prevented countless deaths	{'place_id': 'cc480e2388809012'}
3122461363	2020-05-01T08:15:48.000Z	1256135217263382528	need them to do this for mac so i can always go visit his page 	{'place_id': '1c69a67ad480e1b1'}
2205578792	2020-05-01T08:00:53.000Z	1256131462467932160	Shepherd living her best life in China enjoying home made hotpot 😭 I wanna visit so bad	{'place_id': '1c69a67ad480e1b1'}
2893476067	2020-05-01T05:08:34.000Z	1256088101136609280	Come visit us tomorrow  	{'place_id': '1c69a67ad480e1b1'}
540880762	2020-05-01T04:58:55.000Z	1256085671577620480	you know what it is whenever i visit	{'place_id': '1c69a67ad480e1b1'}
101056684	2020-05-01T04:00:52.000Z	1256071063047483394	How to Get Through a Long-distance Relationship During Quarantine, According to Experts 	{'place_id': 'c484d6c5cd72beb0'}
101056684	2020-05-01T04:00:24.000Z	1256070945237864450	You Can Take Online Classes at an Ivy League School for Free Right Now 	{'place_id': 'c484d6c5cd72beb0'}
280231862	2020-05-01T03:59:12.000Z	1256070640517484546	 i wish i did shit. i will fly to that mf😂😂	{'place_id': '1c69a67ad480e1b1'}
905138029	2020-05-01T03:50:31.000Z	1256068458699251717	      Dude I visit Dallas all the time great people.. nothing wrong with giving each other shit.. We are all Texans.. be safe brother.	{'place_id': '1c69a67ad480e1b1'}
33410109	2020-05-01T02:19:13.000Z	1256045479311310858	A woman can get raped at any time of the fucking day so this whole argument gaslighting women for putting themselves in situations with men because they go visit them at night is DISGUSTING. Hold men accountable for not exercising self control! What's hard about this concept?	{'place_id': '1c69a67ad480e1b1'}
101056684	2020-05-01T02:03:48.000Z	1256041601845116935	Coors Wants to Send Free Beer to Your Loved Ones — Here's How to Sign Them Up | Travel + Leisure 	{'place_id': 'c484d6c5cd72beb0'}
930163396892418049	2020-05-01T01:45:39.000Z	1256037034201882624	Build your own quarantine bbq pack today. Orders come with pickles, onions and sauce. Visit  to place your order. Cutoff is 0 noon tomorrow. Thanks!        	{'place_id': '1c69a67ad480e1b1'}
1168989739984347136	2020-05-01T00:54:38.000Z	1256024195567431684	Wow just Wow... Please visit the GT Virtual Mentorship Showcase!!!  These students are amazing!!      	{'place_id': '7a41192a2879ee24'}
2474629578	2020-05-01T00:30:08.000Z	1256018028946391040	   Nba refs have called before. Alot of times. Its travel my nigga	{'place_id': '1c69a67ad480e1b1'}
2474629578	2020-05-01T00:15:56.000Z	1256014455881838595	 travel	{'place_id': '1c69a67ad480e1b1'}
2975488890	2020-05-02T23:53:37.000Z	1256733616509517825	   I was a few years back in El Salvador and wanted to visit a small town that has a lot of memories of my mother and family San José Villanueva , could not do it because of the maras that’s very insecure hopefully next time I’m there are able to visit	{'place_id': 'c484d6c5cd72beb0'}
188214994	2020-05-02T23:24:38.000Z	1256726319745941504	- ii hate being somewhere and it’s hot. that easily makes my visit short as possible.	{'place_id': '1c69a67ad480e1b1'}
474456461	2020-05-02T23:05:16.000Z	1256721448372178945	The people I fw heavy we don’t have to hit each other up everyday but when we do or come to visit we look out for each other 💯	{'place_id': '1c69a67ad480e1b1'}
55101105	2020-05-02T23:03:17.000Z	1256720950449618946	This reservation is using the iGo travel saving portal from Ibuumerang. Same days same hotel.  I still have to pay the resort fee BUT  compared to the other site you can see the savings. Add 0.0+0.0(resort… 	{'place_id': '1c69a67ad480e1b1', 'coordinates': {'type': 'Point', 'coordinates': [-95.3694, 29.7602]}}
809028361490153472	2020-05-02T23:01:13.000Z	1256720427449290759	If aliens were to visit and they did come in peace what show will u show them first?	{'place_id': '01e74c422dab6107'}
36218302	2020-05-02T22:08:25.000Z	1256707139873234948	Did I tell y’all I also provide  services?!!! Yasssss, follow  for your travel needs 💕 	{'place_id': '1c69a67ad480e1b1'}
16524361	2020-05-02T22:00:35.000Z	1256705170026762240	 Thanks for this. I lived there until 0-0. In the last five years I visit almost every time I go home & never feel any racism; like I said it’s changing	{'place_id': '1c69a67ad480e1b1'}
165100986	2020-05-02T21:40:18.000Z	1256700066091413504	My websites is finally here!!  ❤️🌎 So excited to finally share my travel tips and life stories with y’all! 	{'place_id': '1c69a67ad480e1b1'}
310575123	2020-05-02T21:14:24.000Z	1256693545836167169	Using a Holistic approach to incorporate proper biomechanics, velocity, movement training, arm care & an iQ academy, visit  We grow each athlete not only on the field, but off the field as students of life; also teaching leadership, accountability & professionalism! 	{'place_id': '01e74c422dab6107'}
637110430	2020-05-02T21:09:48.000Z	1256692387943976965	 Thank u adding this to spots to visit when I go 	{'place_id': '1c69a67ad480e1b1'}
2557391034	2020-05-02T19:50:29.000Z	1256672428996136966	Just heard about how  is not doing right by the students who had trips cancelled. A voucher for future travel is worthless for those who are moving on to new schools in the fall, & keeping $0 of a student’s deposit is unthinkable. Some of these families save for years!	{'place_id': '01e74c422dab6107'}
3158547607	2020-05-02T19:48:13.000Z	1256671859522887680	i wish i could time travel back to summer 0k0	{'place_id': '3e82edc94d5c5ce1'}
165215961	2020-05-02T18:55:16.000Z	1256658533153755136	TRAVEL MONEY AND ASSS YEEE 	{'place_id': '1c69a67ad480e1b1'}
979347716030464001	2020-05-02T18:34:35.000Z	1256653326407663618	 Thank you for reporting from Texas. Helped balance all the craziness we’re subjected to by our Fox News loving friends and family 🤦🏻‍♀️ Come back home to visit us soon.	{'place_id': '1c69a67ad480e1b1'}
1153465192208044032	2020-05-02T17:38:16.000Z	1256639153976102914	 I have no issue with travel bloggers pushing content now. As a traveler myself, I’m looking forward to taking trips when this is done so I’m still reading blogs. I assume others do, too.	{'place_id': '1c69a67ad480e1b1'}
924398494500245504	2020-05-02T17:18:20.000Z	1256634140692226050	  Thanks Mrs Arnett, I loved the town when I went to visit!	{'place_id': '1c69a67ad480e1b1'}
62710282	2020-05-02T17:04:39.000Z	1256630695344168960	  Nope covid stopped all of our plans. We will definitely see it on Broadway one day. Super excited for the tour. Going to travel Texas and Louisiana and see it like 0 times lol.	{'place_id': '1c69a67ad480e1b1'}
150933289	2020-05-02T16:57:28.000Z	1256628886139518978	 Awww!!! I know! Was thinking this morning about our visit to Atlanta and getting to meet you!! What a fun day that was. THE BEST! Got to preach, catch a game and meet a new Kingdom friend, YOU!  Love you so much!	{'place_id': '1c69a67ad480e1b1'}
1425743894	2020-05-02T16:55:10.000Z	1256628308856516614	Mother’s Day is just around the corner, and we’ve got beautiful gifts for the Mom with a Heart of Gold! ✨Visit link in Bio to shop our favorite picks!   … 	{'place_id': '1c69a67ad480e1b1', 'coordinates': {'type': 'Point', 'coordinates': [-95.43605, 29.73808]}}
109472603	2020-05-02T16:42:46.000Z	1256625189569409024	Had the pleasure of working/having fun with you & you being my neighbor in the office. Talking through our wall & when you would come back & visit us it genuinely put a smile of my face. I can’t text you when your in the sky anymore but I know you’re still there. Rest Easy Knox 	{'place_id': '1c69a67ad480e1b1'}
2841325512	2020-05-02T16:28:16.000Z	1256621537186242563	 come visit! I have 0!!!	{'place_id': '1c69a67ad480e1b1'}
312952215	2020-05-02T16:18:22.000Z	1256619048688857090	 Yes if it happens I’m so down, or ima see if we can visit you at some point 🤞🏼🤔 😬	{'place_id': '1c69a67ad480e1b1'}
40010154	2020-05-02T16:16:11.000Z	1256618497783861248	  Well it sucks you don’t have a lot of documentation of the visit, but the experience and the stories will last a lifetime!	{'place_id': '1c69a67ad480e1b1'}
32626677	2020-05-02T15:44:53.000Z	1256610622768320512	 Coffee culture is strong in Houston Texas . Come visit	{'place_id': '1c69a67ad480e1b1'}
2334199917	2020-05-02T15:30:22.000Z	1256606967616995328	i srsly can’t wait to travel the world &lt;0	{'place_id': 'bcb210d6cf34438a'}
17398021	2020-05-02T15:20:39.000Z	1256604524518739968	Clear more wall space! Spruce up your pad with our Texas Star flag or our new Lawnmower tin sign (with its Fancy refreshed look). Visit our website to place your curbside pickup order. As a reminder we’re open 0:0 AM - 0:0 PM every day.  	{'place_id': '1c69a67ad480e1b1'}
925869490096795657	2020-05-02T14:31:18.000Z	1256592102852567044	Texas Tech is offering Virtual Red Raider Orientation in place of the on-campus program for summer 0.  Visit  for more information. 🎓😃  	{'place_id': '1c69a67ad480e1b1'}
1096434308	2020-05-02T14:27:39.000Z	1256591184971149314	The Center for Disease Control & Public Health, Georgia (CDC) has provided guidance for all Americans to ensure the cleanliness & safety of their work or home as we Reopen Texas and America.   To view their suggested guidance, visit: 	{'place_id': 'bcb210d6cf34438a'}
2608288740	2020-05-02T14:18:06.000Z	1256588779709759489	Just need a ride and die to travel around the world . 😎😎😎 	{'place_id': '1c69a67ad480e1b1'}
29804776	2020-05-02T13:40:56.000Z	1256579429083594753	        is on my list of places to visit.	{'place_id': '70651817971f9cb8'}
344850624	2020-05-02T12:16:55.000Z	1256558283093086210	I’m going to clearly have to fly to Atlanta for a wax 😂	{'place_id': '1c69a67ad480e1b1'}
1494644671	2020-05-02T07:41:51.000Z	1256489063714086912	 Visit your magical and timeless island? Consider me there 🤩	{'place_id': '1c69a67ad480e1b1'}
632645292	2020-05-02T04:27:22.000Z	1256440118904324097	Im ready to travel	{'place_id': '1c69a67ad480e1b1'}
68457801	2020-05-02T02:50:13.000Z	1256415671803666432	 Someone needs to make a visit to Texas and try some delicious restaurants... and if you can’t appreciate, then it’s all on you.	{'place_id': '1c69a67ad480e1b1'}
1602336864	2020-05-02T01:25:03.000Z	1256394238369071105	i hate this corona shit bc i use to visit my abuela every other day but now i just drop shit off to her & leave 🥺	{'place_id': '1c69a67ad480e1b1'}
243011243	2020-05-02T01:19:52.000Z	1256392931411443712	I do want to travel though and when things go back to normal L.A. , Miami, Phoenix , Vegas getting booked 😌	{'place_id': '1c69a67ad480e1b1'}
1193947381	2020-05-02T00:47:12.000Z	1256384710235828226	 It’s gonna be a long hot summer for many:  no travel, no retreating to soul-saving music festivals.....	{'place_id': '1c69a67ad480e1b1'}
2711644824	2020-05-02T00:17:12.000Z	1256377163818958849	There are lots of resources to help students learn and prepare for their AP exams. Visit this website to access resources: And be sure to be in touch with your AP teacher if you have questions or need technology support. 	{'place_id': '1c69a67ad480e1b1'}
32336751	2020-05-03T23:36:27.000Z	1257091684262952960	 I have a large star fragment. could I visit?	{'place_id': '1c69a67ad480e1b1'}
283315295	2020-05-03T22:03:16.000Z	1257068230675509248	 You too!!! After Miss Rona gtfo I need to come visit ATL 🍑 it’s been to long since my last trip	{'place_id': '1c69a67ad480e1b1'}
2980154292	2020-05-03T20:49:52.000Z	1257049762660061185	Imagine living in a lifetime where we’re so advanced that we freely travel to different planets and universes. But here we are, can’t eve leave the fucking crib.	{'place_id': '1c69a67ad480e1b1'}
3195397296	2020-05-03T20:49:05.000Z	1257049563833044993	 As soon as people can freely travel bro! 🙏🏾💪🏾🤞🏾	{'place_id': '1c69a67ad480e1b1'}
2199461362	2020-05-03T20:47:49.000Z	1257049244453789697	When It’s safe to travel I want to go to Austin and get tattooed!!😋🔥🔥	{'place_id': 'eabe7b6fd4504fff'}
52566085	2020-05-03T20:36:40.000Z	1257046439768797184	The hopelessness finally started lifting today reading about the  redesign of planes to allow safe travel then I read questionnaires from cultural institutions asking me what would make me feel  protected from infection While partaking in their cultural￼￼ offerings 	{'place_id': '1c69a67ad480e1b1'}
1923819224	2020-05-03T20:26:34.000Z	1257043898779697152	  Tiffany actually got lucky not being favored,cannot imagine what Marla saw besides Tiffany visit.	{'place_id': '01e74c422dab6107'}
1855174494	2020-05-03T20:19:15.000Z	1257042057421623298	I have got to visit 😍 	{'place_id': '1c69a67ad480e1b1'}
104058066	2020-05-03T20:12:13.000Z	1257040283994329088	Still recovering from my recent hospital visit, I am reflecting on how much work there still is to do in our communities - helping those in need.  But we must keep our health as a first priority.   	{'place_id': '07d9dc1fa1087000'}
47710654	2020-05-03T20:07:40.000Z	1257039141394698240	 Guess it means you need to come back for a visit.	{'place_id': '1c69a67ad480e1b1'}
441305176	2020-05-03T19:46:33.000Z	1257033824787214336	 North Korean can’t travel into South Korea. South Korea is also an ally. Again no one in their right mind would try to handle these hornet. 0 to 0 stings can kill a person.	{'place_id': '00f2b6161655c5cc'}
951959596222083072	2020-05-03T19:32:58.000Z	1257030406345560065	third week completed...    Have you heard of  ? You can get your PrEP prescribed online and delivered for free. No doctor visit, no needles and no paperwork. Save $0 with my promo code NIC0.  	{'place_id': '1c69a67ad480e1b1'}
901161548206551040	2020-05-03T19:09:20.000Z	1257024462349905929	Challenging everyone to post a photo from a place you've been. The only thing is that you NOT appear in it. Just a pic, no description. Let's flood profiles with landscapes to ease this isolation. Copy this, post a photo & let's travel virtually around the world.  	{'place_id': '1c69a67ad480e1b1'}
4061978593	2020-05-03T18:17:36.000Z	1257011441938415622	Also this hotel is one on my books that I got to visit but their one night stay starts at 0,0 to 0,0 lol it got to be special 	{'place_id': '1c69a67ad480e1b1'}
3285460470	2020-05-03T18:12:33.000Z	1257010171026583553	Travel, money, pussy 	{'place_id': '1c69a67ad480e1b1'}
20278402	2020-05-03T18:03:31.000Z	1257007896530845697	  Your Dad can visit me anytime he wants...	{'place_id': '1c69a67ad480e1b1'}
189926958	2020-05-03T17:44:36.000Z	1257003137690406915	wine. marriage. travel. I love it 	{'place_id': '1c69a67ad480e1b1'}
871466077141606400	2020-05-03T15:30:14.000Z	1256969324541116417	Join us this morning LIVE at 0:0 am as Pastor Rudolph White, Jr. rightly divides the Word of Truth!           … 	{'place_id': '798522f39f66d411', 'coordinates': {'type': 'Point', 'coordinates': [-95.52444344, 29.57929823]}}
182591752	2020-05-03T14:27:46.000Z	1256953601647357953	🎶Life is too short to sit and wait for luck to come are way🎶             … 	{'place_id': '7543692056063d2f', 'coordinates': {'type': 'Point', 'coordinates': [-94.9832117, 29.8092791]}}
838617201561255937	2020-05-03T14:21:50.000Z	1256952109435666432	Sir  those low life Mughals did not built anything, they destroyed more. It was local talent engineers and artisans who built. If they had talent why would they travel all the way to Bharat to create those structures, they could have done it where they came from. 	{'place_id': '7a41192a2879ee24'}
2214698743	2020-05-03T11:49:20.000Z	1256913729435897856	I really want to visit Canada again	{'place_id': '1c69a67ad480e1b1'}
322335991	2020-05-03T08:03:42.000Z	1256856950459052033	Pussy nachos and travel bet bet 	{'place_id': '1c69a67ad480e1b1'}
1008908544	2020-05-03T07:54:10.000Z	1256854548922187776	I can’t wait to travel man!!	{'place_id': 'e589c1ec3b0b9d2e'}
723735903198302208	2020-05-03T06:06:00.000Z	1256827326639341568	You know what it is whenever I visit	{'place_id': '8935eb0e13a342db'}
2743770696	2020-05-03T05:21:02.000Z	1256816012248449024	Money, Ass, and Travel👀 	{'place_id': '1c69a67ad480e1b1'}
1308405900	2020-05-03T05:16:32.000Z	1256814878490230784	Vodka, Boobs, Travel ehehhe 😏 nice 	{'place_id': '1c69a67ad480e1b1'}
1149466719158710272	2020-05-03T04:17:35.000Z	1256800042725367815	GUNSMOKE CONT. DODGE CITY KANSAS IS ON LOCKDOWN .DOC IS OVERWHELMED W CORONAVIRUS 0 PATIENTS.THE JAIL IS FILLED WITH MASK BANDITS.MIDNITE TO DAWN CURFEW ON HORSE TRAVELSOCIAL DISTANCING WAIVED AT LONGBRANCH & THE STORMY DANIELS LADIES BANQUETS AREAVAILABLE UPSTAIRS.. 	{'place_id': '1c69a67ad480e1b1'}
614435947	2020-05-03T04:02:57.000Z	1256796361934192640	I wish I could travel so bad	{'place_id': '1c69a67ad480e1b1'}
871200774	2020-05-03T03:59:31.000Z	1256795497001562112	 Thanks Cia 😁 I had to get some type of creative since I haven’t been able to travel in months 😅	{'place_id': '343ecdd7da8dfae0'}
388053408	2020-05-03T03:39:35.000Z	1256790481373200385	Travel Money Marriage I hope so bitch I’m trying to be someone’s rich rockstar husband who pays the bills with hardcore 	{'place_id': '010edcb7655caac2'}
325250258	2020-05-03T03:24:24.000Z	1256786660316131337	 Something me and candi did was go on this website where you put yourself in queue to visit an island with high turnip prices. They’ll ask for some form of payment like a nook ticket or a tip of some sort.	{'place_id': '00f2b6161655c5cc'}
871200774	2020-05-03T03:07:27.000Z	1256782393651933185	Since I can’t travel right now, had to play around with some action photos with water 💦 ..   	{'place_id': '1c69a67ad480e1b1'}
629160472	2020-05-03T02:59:09.000Z	1256780304393678848	You know what it is whenever I visit...windy city, she blowing me kisses	{'place_id': '1c69a67ad480e1b1'}
3162169494	2020-05-03T02:46:28.000Z	1256777112494604289	Night Owl Childcare For Our Healthcare Heroes. Visit Click Link 👇    @ Taking Kidz Places 0 Hour Childcare Center 	{'place_id': 'e0060cda70f5f341', 'coordinates': {'type': 'Point', 'coordinates': [-95.40075302, 29.57950676]}}
578404167	2020-05-03T02:41:10.000Z	1256775779184193538	Wine, Travel, New Car 	{'place_id': '38d0e797745f4c5d'}
489941116	2020-05-03T02:40:25.000Z	1256775591438802945	 LOVE it lmao 💀 it’s fun, especially when you visit your friends or your friends come visit you :0	{'place_id': '1c69a67ad480e1b1'}
4091503693	2020-05-03T02:28:48.000Z	1256772666498965505	 When you visit I’ll roll in one and you roll in the other. Manual of automatic you pick lmfaooo	{'place_id': 'cddb718d9306e2f9'}
824419229613129728	2020-05-03T02:21:05.000Z	1256770724859125761	Marriage, travel, Friends....🤨 	{'place_id': '343ecdd7da8dfae0'}
2940591385	2020-05-03T01:04:40.000Z	1256751493941792768	Lil mama dont want come back from cali ,I feel u shawty . We go together sooner or later u know daddy out here grinding and  am going to promote not to visit but to work .	{'place_id': '1c69a67ad480e1b1'}
1058734284	2020-05-03T00:16:58.000Z	1256739492540661763	My Godparents be spoiling me every time I come visit	{'place_id': '1c69a67ad480e1b1'}
967871878298660865	2020-05-03T00:15:30.000Z	1256739120816193537	I'll be live on  tonight at 0 PM CT🤑💁🏿‍♀️💰💵💸VISIT   FOR ALL OF MY LINKS! @ Houston, Texas 	{'place_id': '1c69a67ad480e1b1', 'coordinates': {'type': 'Point', 'coordinates': [-95.3694, 29.7602]}}
