2021-07-12T23:01:08.000Z	1414721517825445888	Really been bumming it lately every time I go out	{'place_id': 'a5c44787002590e5'}
2021-07-15T01:19:36.000Z	1415481139356176386	everytime i go out in social settings it takes 0-0 days of complete self isolation to recharge, I AM TIREDDDD	{'place_id': '01a9a39529b27f36'}
2021-07-15T00:43:56.000Z	1415472160907440134	I planned 0 go out 0 drinks 0day.... then the heat came.... then a nap.... now I'm up 🥴	{'place_id': '011add077f4d2da3'}
2021-07-15T00:30:44.000Z	1415468839521988613	I like going out and not paying for a thing	{'place_id': '01a9a39529b27f36'}
2021-07-15T00:16:47.000Z	1415465328507858946	acho i wanna go out but i also REALLY wanna stay inside pero estoy en niuyor o sea se supone que sea una charra??	{'place_id': '00c39537733fa112'}
2021-07-15T00:13:06.000Z	1415464403416371207	Child tax credit payments go out July 0. Here's what you need to know    via  	{'place_id': '01a9a39529b27f36'}
2021-07-15T00:11:29.000Z	1415463998301016064	It’s me remembering I gotta go to work tomorrow lmaooo	{'place_id': '01a9a39529b27f36'}
2021-07-15T00:07:52.000Z	1415463087633752067	Lawd I done put  on to these chips and now every time I go out im shopping for her	{'place_id': '002e24c6736f069d'}
2021-07-16T23:47:39.000Z	1416182775703605255	Today is a good day to go out and have fun but the way my lack of babysitter is setup… it’s Netflix and no chill 😪	{'place_id': '002e24c6736f069d'}
2021-07-16T23:39:01.000Z	1416180603008036867	*takes a ginger shot before going out*	{'place_id': '01a9a39529b27f36'}
2021-07-16T23:05:06.000Z	1416172065892220930	To the point in my life where I take a 🍬 before I go out just to knock the edge off…	{'place_id': '01a9a39529b27f36'}
2021-07-16T22:11:26.000Z	1416158561177067522	Yayyyy…done with the puzzle and I’m still not going out because it’s hot as hell out there. Friday night!     	{'place_id': '011add077f4d2da3'}
2021-07-16T22:01:34.000Z	1416156076710502403	Would you go out with me to the mall movies etc	{'place_id': '011add077f4d2da3'}
2021-07-16T21:41:33.000Z	1416151039842168833	I get paid to do a covid test every time I go to work. The truth is I am tired. My poor nose needs a break.	{'place_id': 'fa3435044b52ecc7'}
2021-07-16T21:30:53.000Z	1416148356070526979	I don’t wanna get ahead of myself just yet, but I think I’m not going out tonight. I feel like I’ve earned that	{'place_id': '01a9a39529b27f36'}
2021-07-16T20:41:36.000Z	1416135951802322944	I’m going to go out on a limb and say I’m probably not running the London Marathon in early October! 	{'place_id': '01a9a39529b27f36'}
2021-07-16T20:24:57.000Z	1416131762397323265	not going out tonight bc i’m staying in to watch twilight duh	{'place_id': '011add077f4d2da3'}
2021-07-16T20:15:35.000Z	1416129404237979650	 😂 she out wit her friends blowing her money and saying “dont go out wit your friends it aint worth it.  Even when we know better we dont do better..	{'place_id': 'b046074b1030a44d'}
2021-07-16T20:05:43.000Z	1416126923743322115	Accident cleared in  on I-0 (Whitestone) NB at 0rd Ave/The Whitestone Bridge/Queens Side, stopped traffic back to College Point Blvd/x0A (SB)  	{'coordinates': {'type': 'Point', 'coordinates': [-73.82391, 40.79315]}, 'place_id': '00c39537733fa112'}
2021-07-16T19:19:56.000Z	1416115400627138560	If I Gotta Cash App 💰 You To Go Out On A Date 😂🤣 I Don’t Even Want Too Know You 🙄✌🏾✌🏾✌🏾✌🏾	{'place_id': '011add077f4d2da3'}
2021-07-16T19:15:30.000Z	1416114284128526340	My wardrobe is not designed for summer. Also I started sweating way more over the last few years. Is there a male version of menopause? manopause? I carry spare shirts with me when I go out now. 	{'place_id': '75ba1d57eca49b3f'}
2021-07-16T19:00:45.000Z	1416110573574627334	Accident. two left lanes blocked. in  on I-0 (Whitestone) NB at 0rd Ave/The Whitestone Bridge/Queens Side, stopped traffic back to College Point Blvd/x0A (SB)  	{'coordinates': {'type': 'Point', 'coordinates': [-73.82391, 40.79315]}, 'place_id': '00c39537733fa112'}
2021-07-16T18:21:34.000Z	1416100711293767681	My creative thesis for my debut solo show is almost complete, excited to go out and create the art next!	{'place_id': '011add077f4d2da3'}
2021-07-16T18:20:16.000Z	1416100383722778631	 Used to see him in Montgomery Arms in EK when I was going out with a girl from there. Pretty sure they only sold half pints upstairs, which for a Gorbals boy was outrageous.	{'place_id': 'a6953c8c4e525219'}
2021-07-16T17:05:29.000Z	1416081567177396234	I refuse to leave my apartment until I have to go to work later. 0 degrees in the city today.. no bueno	{'place_id': '00c39537733fa112'}
2021-07-16T16:53:34.000Z	1416078568732471303	can’t wait to go back to school yo not even just move outta new york and start my life	{'place_id': '01a9a39529b27f36'}
2021-07-16T16:46:30.000Z	1416076787268952065	 Y’all gon Knick the fuck out this deal. Mans going out the frying pan into the fire lol	{'place_id': '01a9a39529b27f36'}
2021-07-16T16:29:31.000Z	1416072514191699977	I’m happy even this is going out of style. 	{'place_id': '00c39537733fa112'}
2021-07-16T15:28:13.000Z	1416057086329372679	  If I see it I see it…ain’t going out of my way to watch a cartoon movie	{'place_id': '01a9a39529b27f36'}
2021-07-16T14:13:55.000Z	1416038391670616065	   There are kids in poor middle-eastern villages and Africa that don’t go to school but have Pikachu t-shirts.I think Pikachu has more staying power than King Arthur if only for the sole reason that it’s cuter and more modern. People learn about one, they LIKE the other.	{'place_id': '01a9a39529b27f36'}
2021-07-16T14:13:54.000Z	1416038383932133376	 He voted for list of President Joe Biden he got to work right a way that's what you call Democrat. they don't stay around chewing gum, they just go to work right away.	{'place_id': '011add077f4d2da3'}
2021-07-16T13:37:26.000Z	1416029209370185728	This. Also mask mandates aren’t going to work anymore if the only people we’re “protecting” are the ones who have done everything to not protect themselves. At this point we need to move away from mask mandates and start mandating proof of vaccination in public spaces instead. 	{'place_id': '01a9a39529b27f36'}
2021-07-16T13:34:19.000Z	1416028424641077248	Get ahead of the crowd! Book back to school haircuts with your barber or stylist ASAP! No complaining you can’t get in if you don’t plan ahead!    	{'place_id': 'bceb8153865c4a49'}
2021-07-16T13:17:18.000Z	1416024143309557765	Wanting to go out but also wanting to be in bed by 0pm 😔	{'place_id': '00c39537733fa112'}
2021-07-16T12:39:08.000Z	1416014537422147586	there’s really people that walk around saying “just because everybody likes this im gonna go out my way to hate it” & it’s really sick	{'place_id': 'c8cc2f5f5fe306fa'}
2021-07-16T12:09:46.000Z	1416007146987208706	  It’s even worse when they constantly use FG terms in real life like when going out to dinner or something.	{'place_id': '00c39537733fa112'}
2021-07-16T11:49:42.000Z	1416002097309433857	Sometimes you have to be still and just know it’s going to work out!	{'place_id': '01a9a39529b27f36'}
2021-07-16T11:40:38.000Z	1415999813351530498	A homeless dude deadass just look at me and asked me why I’m going to work. He said you stupid and I was dam he making a lot sense right now lol	{'place_id': '011add077f4d2da3'}
2021-07-16T11:14:23.000Z	1415993208463675395	Fire in a manhole in front of my building last night and ConEd cut the power to my building. Time to go down 0 flights of stairs to go to work. RIP all the food in my freezer.	{'place_id': '01a9a39529b27f36'}
2021-07-16T10:26:18.000Z	1415981107506466822	Going to work so focused!! Nothing will spoil my joy.	{'place_id': '002e24c6736f069d'}
2021-07-16T05:43:39.000Z	1415909975877095424	Lmaoooo Im so stressed out I just threw up bc I’m dreading going to work tmm. The mental illness luvs 🤠	{'place_id': '00c39537733fa112'}
2021-07-16T05:13:04.000Z	1415902281514561541	This pic of  reminds me that you go to school where you are CELEBRATED and not TOLERATED. S/O Narragansett Nutrition!! Can't wait for the season!!!    	{'place_id': '01a9a39529b27f36'}
2021-07-16T04:07:37.000Z	1415885808339402753	I remember moving to NYC years ago, excited.  However feeling all alone, in a city of millions. Because I knew no one.  It was liberating to go out and randomly see people that I know.  	{'place_id': '01a9a39529b27f36'}
2021-07-16T03:58:06.000Z	1415883415937822720	I will dead go out of my way for artichoke pizza 😂	{'place_id': '002e24c6736f069d'}
2021-07-16T03:13:35.000Z	1415872211311808512	Me: I’m not that picky. &lt;swipes left because she had in her profile that her zombie apocalypse plan was to die quickly and painlessly&gt;WE’RE LIVING OR GOING OUT IN A BLAZE OF GLORY TAKING OUT AS MANY AS WE CAN!!! THERE’S NO OTHER WAY!!!	{'place_id': '011add077f4d2da3'}
2021-07-16T03:07:15.000Z	1415870619049209861	I can’t wait to go out tomorrow night and smash some bud lights	{'place_id': '00c39537733fa112'}
2021-07-16T01:28:16.000Z	1415845707152494594	Accepting prayers. I’m going out tonight and I have a train to catch at 0:0am 🥲	{'place_id': '01a9a39529b27f36'}
2021-07-17T23:59:38.000Z	1416548179361808387	Never understood people who go out to eat and treat their server like shit. Must make you feel good, bitch.	{'place_id': '01a9a39529b27f36'}
2021-07-17T23:55:53.000Z	1416547235542847488	Charlie Kirk diverting the protest to a runway and then going out like Vic Morrow 	{'place_id': '01a9a39529b27f36'}
2021-07-17T21:50:48.000Z	1416515755500183552	 Same here. I don’t go out of my way to eat pizza, but when I do, I make sure it’s a good one!	{'place_id': '00c39537733fa112'}
2021-07-17T21:27:05.000Z	1416509788947636226	Athletes stay going out sad 	{'place_id': '0427846a106c0bd9'}
2021-07-17T21:24:50.000Z	1416509220921425923	Tryna decide if I want to go out tonight	{'place_id': '011add077f4d2da3'}
2021-07-17T21:12:19.000Z	1416506072744009729	Going out in H*lls K*tchen for the first time since I turned 0. 	{'place_id': '01a9a39529b27f36'}
2021-07-17T19:34:42.000Z	1416481504176361475	 I must admit I was disappointed at first when my son decided not to go to college. But he was SO unhappy in school his entire life, I just didn’t feel right forcing him to go to college. &  I always thought parents who tried to live their lives through kids made a huge mistake.	{'place_id': '01a9a39529b27f36'}
2021-07-17T19:29:11.000Z	1416480118810333187	in the mood to get sexy and go out , so ima do just that	{'place_id': '00c39537733fa112'}
2021-07-17T19:04:58.000Z	1416474024276865026	Working retail Rx:&lt;puts vacay request months ago&gt;Schedules are not made until a week before actual working week&lt;vacation denied&gt;“But I put in request months ago, why?”“Oh,XYZ did as well & both can’t go out at same time.”DM: we will get it right next time. Just bear w/ us.	{'place_id': '002e24c6736f069d'}
2021-07-17T18:24:07.000Z	1416463742632701960	Just saw  a “going back to school” sign and it gave me anxiety. Like chilllllllllll I just started my summer 😩	{'place_id': '011add077f4d2da3'}
2021-07-17T18:20:30.000Z	1416462831046873095	I used to go out of my way to prove how cool genuine funny loving I am. That shit is soo dead	{'place_id': '011add077f4d2da3'}
2021-07-17T17:55:56.000Z	1416456650395901963	She used to take me down here and we’d have girl days shopping at the wholesale dress shops and going out to eat. Feels so weird to be here without her. I am literally lost	{'place_id': '01a9a39529b27f36'}
2021-07-17T17:43:16.000Z	1416453460891930633	I hate when my friends act like I won’t go out my way to look out for them	{'place_id': 'e4faa50d904ab815'}
2021-07-17T17:36:31.000Z	1416451762471505922	Y’all need to listen to College Dropout again !!	{'place_id': '011add077f4d2da3'}
2021-07-17T17:17:35.000Z	1416446999512166400	Can’t wait to start back going out, I gotta taste casamigos, Düsse, 0, Azul & patron🤯🤯🤣	{'place_id': '3d3c56338b6a3b4a'}
2021-07-17T17:15:50.000Z	1416446557092782084	MATCH DAY BAY-BEE!!!! Let's go to work boys.  and I will be screaming in the stands.         	{'place_id': '07d9daff15087000'}
2021-07-17T16:56:52.000Z	1416441785627332608	 I went to college just over the border in York, PA and one of the joys driving to Baltimore was smelling the spices from McCormick as you went past Hunt Valley.	{'place_id': '9d22866e11c9b6b7'}
2021-07-17T16:38:46.000Z	1416437230684495876	* a really good time w/ my friends as we go out for dinner + drinks. 🤍🤍Saturday be GREAT to us! ☺️☺️☺️ 	{'place_id': 'edd2aa964fa61ec9'}
2021-07-17T16:22:39.000Z	1416433174113050627	Exactly this. My parents were both teachers and looked down on learning a trade. Everyone I know who got into one is doing fine. Going to college fucked me for a while. Once I found another path that didn’t require “higher education”, I started to succeed. 	{'place_id': '011add077f4d2da3'}
2021-07-17T16:17:26.000Z	1416431860150898693	 You have two 🧍🏽‍♂️ the Demetra hoops were already sent out the Milagro hoops going out today 🧘🏽‍♂️	{'place_id': '01a9a39529b27f36'}
2021-07-17T16:15:31.000Z	1416431378187571200	Next time I’ll just go out. Can’t wait for people to hangout. Just gotta live life.	{'place_id': '011add077f4d2da3'}
2021-07-17T16:11:01.000Z	1416430245423497217	Everytime I say ima have one drink when I go out, I end up dead the next morning 🥴🥴🥴🥴	{'place_id': '01a9a39529b27f36'}
2021-07-17T14:05:37.000Z	1416398690919632899	It’s amazing. We - the audience - has simply asked for them to show the golf and they literally go out of their way to do the opposite as much as possible. This has been the trend for like half a decade at least 	{'place_id': '364a45c10832ed51'}
2021-07-17T13:44:56.000Z	1416393482554519552	 Deadass! Like you know what the drill is when you go out to any club or lounge. Why you trying it?	{'place_id': '01a9a39529b27f36'}
2021-07-17T12:06:09.000Z	1416368622545653763	we are at a cross roads and it is not good for the white race the black race wants to get even for everything that was done to them over the years and they blame the white for it. And because this bunch favour the black race and they are going out of their way to fuck us	{'place_id': '00c55f041e27dc51'}
2021-07-17T10:47:12.000Z	1416348756224712705	Let’s be real, if u aren’t going to college to become a teacher, doctor, lawyer, engineer, computer science, or accounting, you are fucked.	{'place_id': 'fa3435044b52ecc7'}
2021-07-17T07:00:34.000Z	1416291720044634115	My boss: “Did you go out last night? You sound different.”Me: 	{'place_id': '011add077f4d2da3'}
2021-07-17T06:53:49.000Z	1416290021099847681	never felt prouder to go to school at the grad center 	{'place_id': '01a9a39529b27f36'}
2021-07-17T05:23:06.000Z	1416267195122962436	I can’t wait to go out of town with my boo! Get lit , eat good , and fuck on a balcony in some nice ass weather 😈🤪	{'place_id': '01a9a39529b27f36'}
2021-07-17T04:19:29.000Z	1416251183497351170	If we go out and yal pull out calculators to figure out who owes what, I’m not going out with you.	{'place_id': '01a9a39529b27f36'}
2021-07-17T04:16:51.000Z	1416250521728557061	i be watching peoples stories of them out & it be the SAME shit every weekend, that shit gets real tiring and real old doing it every weekend.... once in a while cool. but damn.	{'place_id': '00c39537733fa112'}
2021-07-17T04:14:25.000Z	1416249906503864323	I be trying to save money but then I get hungry and want to go out. And my friends never say no! So there goes that	{'place_id': '002e24c6736f069d'}
2021-07-17T03:48:04.000Z	1416243276882092034	Omg I thought I just saw candy at this rave and almost collapsed Bc she told me she was too tired to go out... it's not her	{'place_id': '011add077f4d2da3'}
2021-07-17T03:07:38.000Z	1416233102037426178	The thought of being in another club with faulty AC… idk if I’m going out tonight bestie	{'place_id': '011add077f4d2da3'}
2021-07-17T02:48:31.000Z	1416228289732038658	To the HATERS who doubted me when I said I wasn’t going out on a Friday night, eat shitCc:  	{'place_id': '01a9a39529b27f36'}
2021-07-17T02:33:05.000Z	1416224405332631555	 I think a lot of that depends on the training and what you put into it. I think if your goal is to work for the Thunder (like so many people we went to school with) then it’s highly unlikely.	{'place_id': 'b046074b1030a44d'}
2021-07-17T01:35:54.000Z	1416210017607356416	Lol this  lineup….just not going to work against the Red Sox. With all these newbies playing it seems like more of a minor league team than the …..	{'place_id': 'c2800db81ba22abc'}
2021-07-17T01:35:43.000Z	1416209972401160199	I’m in here drinking by myself nobody wanna go out anymore	{'place_id': '01a9a39529b27f36'}
2021-07-17T01:29:35.000Z	1416208427303505925	Going out with a nearly dead phone is my favorite way of living on the edge	{'place_id': '01a9a39529b27f36'}
2021-07-17T01:14:13.000Z	1416204560771821570	I’m so tired 😩 then I have a makeup and hair client tmm then still gotta go to work	{'place_id': 'b046074b1030a44d'}
2021-07-17T00:40:08.000Z	1416195983382401025	Might go out. Need to feel alive.	{'place_id': '011add077f4d2da3'}
2021-07-17T00:39:46.000Z	1416195889551511559	Back to School Commercial! I like to see it!	{'place_id': 'e993aa6b2023e210'}
2021-07-17T00:37:49.000Z	1416195400927694848	Yea, I’m gonna snack on a little something before I go out to eat	{'place_id': '011add077f4d2da3'}
2021-07-17T00:33:16.000Z	1416194256188936194	 Today was a very hot 🥵day so, I waited for the sun☀️to go down B0 going out for a run🏃The time has arrived 0 start challenging myself as I prepare for the big day 0/0/0 If you work you will see results ’s      	{'place_id': '44453d2ae8e47fd5'}
2021-07-17T00:16:42.000Z	1416190084680929282	AND JUST LIKE THAT LADIES AND GENTLEMEN DAIS IT. CROCS & SHADES TICKETS ARE OFFICIALLY SOLD OUT❗️❗️❗️ ALL TICKET HOLDERS PLEASE BE ON THE LOOKOUT FOR THE ADDRESS GOING OUT TOMORROW MORNING. @ New York City, N.Y. 	{'place_id': '01a9a39529b27f36', 'coordinates': {'type': 'Point', 'coordinates': [-74.00589108, 40.71270142]}}
2021-07-17T00:00:44.000Z	1416186067074658312	Some of y’all literally posted about testing positive for covid like 0 days ago and are still going out tonight and honestly we should bring back the guillotine	{'place_id': '011add077f4d2da3'}
2021-07-18T23:53:20.000Z	1416908981881253892	  don’t go out drinking tonight celebrating your tag team title win 	{'place_id': '002e24c6736f069d'}
2021-07-18T23:49:52.000Z	1416908109860196356	I’m proud of myself for not ordering out tonight because I’m going out tomorrow night. Yaaayy leftovers to the rescue.	{'place_id': '3d3c56338b6a3b4a'}
2021-07-18T23:49:19.000Z	1416907970143731715	Whenever that mta shutdown was i walked from 0th/0st to south ferry and back for like a week or however long that lasted idek but I wasn't paying goddam cabs to go to work 	{'place_id': 'b046074b1030a44d'}
2021-07-18T23:03:29.000Z	1416896433391869952	There were loads of RVA Twitter people I wish I could have met before we left, but with covid testing and traveling with animals it wasn’t going to work. 😩 y’all come visit me in Glasgow! 	{'place_id': '2a9fc003f4101a1d'}
2021-07-18T22:53:37.000Z	1416893953148866562	This vacation was so great…I’m so sad it’s over.  It’s been years since we’ve rented a house down the Jersey Shore. Brings back so many memories. My sister and other family came home for it. Such a fun time. Really having the Sunday scarries. Don’t want to go to work tomorrow 😭	{'place_id': 'b45ae2b5def8048f'}
2021-07-18T22:47:37.000Z	1416892444017405953	To go out tonight or to stay home and watch anime?	{'place_id': '011add077f4d2da3'}
2021-07-18T22:40:58.000Z	1416890767331758087	One thing about me ima move tf on. I might be hurt for a hot minute but baby I got options lol never going out sad	{'place_id': 'fa3435044b52ecc7'}
2021-07-18T22:29:57.000Z	1416887995521699840	Cole probably just didn’t notice. At the same time, if my ace doesn’t go out of his way to be friendly with a division rival, I don’t mind that either. I actually love it 	{'place_id': '7356b662670b2c31'}
2021-07-18T22:15:52.000Z	1416884450479202307	I feel like I didn’t socialize enough this weekend for me to have to go to work tomorrow🥴	{'place_id': '01a9a39529b27f36'}
2021-07-18T22:05:46.000Z	1416881912254189573	I am embarrassed to have gone to high school in Riverside County, and even more embarrassed that parents of students I went to school with added me on Facebook and are subjecting me to this hell. 	{'place_id': '01a9a39529b27f36'}
2021-07-18T21:54:52.000Z	1416879169380622336	I’m really the baby outta the group everytime i go out with my cousins & their friends 😭😭🥲	{'place_id': 'b74cebcb62a1a686'}
2021-07-18T21:18:27.000Z	1416870004344164357	I love when my mom, sisters and I all dress up and go out to eat like bad bitches!	{'place_id': '01a9a39529b27f36'}
2021-07-18T21:15:16.000Z	1416869200551989249	 she went to school during recess	{'place_id': '00c39537733fa112'}
2021-07-18T21:03:55.000Z	1416866346487455749	 Another HERO is Resting in Peace.y prayers still going out to his family and friends. Please Back the Blue. 😭🙏🏼🖤	{'place_id': '00c39537733fa112'}
2021-07-18T20:22:43.000Z	1416855976179818504	This random thread is brought to you by  the only reason I go out anymore 😅 	{'place_id': '01a9a39529b27f36'}
2021-07-18T20:12:06.000Z	1416853306966781953	Went to school 	{'place_id': '01476f41278c3cd7'}
2021-07-18T19:14:34.000Z	1416838825666613250	Do I really wanna go out	{'place_id': '002e24c6736f069d'}
2021-07-18T18:59:02.000Z	1416834915686047751	 Hit me up, we'll go out	{'place_id': 'c5e2e95296cb121d'}
2021-07-18T18:13:10.000Z	1416823376681787405	Shopping for back to school clothes on stiiizy dot com	{'place_id': '01a9a39529b27f36'}
2021-07-18T17:34:12.000Z	1416813569094586368	are the Mets going out like the Yankees? are they?	{'place_id': '8a35157e9a5c6983'}
2021-07-18T17:01:49.000Z	1416805417980727298	I’m not going out for a week. I get too wasted last night	{'place_id': '011add077f4d2da3'}
2021-07-18T16:53:41.000Z	1416803372406087684	I went to school with this one nigga named Jio and every time he would see me he would tell me “it’s only 0 Jio and I’m the greatest.. ima be a rockstar” and I used to be so weak? Lmaoooo I wonder how he’s doing	{'place_id': '00c39537733fa112'}
2021-07-18T15:37:56.000Z	1416784310137405441	I’m going out today. Looking for a rooftop.	{'place_id': '609b31e0a50b4474'}
2021-07-18T14:31:19.000Z	1416767545869209606	Middle aged man dolie at the Viand napkin tucked in Polo collar hovering above a big boy stack of blueberry pancakes .... jealous ... go to work	{'place_id': '01a9a39529b27f36'}
2021-07-18T14:27:46.000Z	1416766649244454919	am i going to work today?	{'place_id': '011add077f4d2da3'}
2021-07-18T13:44:57.000Z	1416755875759415300	A lot of y’all are really bad tippers. Lol. If you go out and know the bartender/server and they comp a bunch of shit, you from your bill, you still need to tip like you’re paying for those comps. Where are the manners, girls?	{'place_id': '011add077f4d2da3'}
2021-07-18T13:39:13.000Z	1416754431551496192	I buy a different skin care product every time I go out it’s sickening at this point.	{'place_id': '23a06e5cc6d83009'}
2021-07-18T13:32:37.000Z	1416752770309398528	I wanted to go out this weekend bad as hell. It never happened lol this has been my life this entire summer. Wanting to do fun activities and not having anything to do. This summer didn’t give what it was suppose to give.	{'place_id': 'c8cc2f5f5fe306fa'}
2021-07-18T13:13:11.000Z	1416747880619122696	  Goes to show he’s lost and has no idea why pitchers even do that.  Let’s face it maybe he was pointing to GOD praying it didn’t go out!!  Bottom line he a reject that Brodie brought here in another effort to destroy the Mets! Way to go Wilpons hiring that moron to be GM!	{'place_id': '00c39537733fa112'}
2021-07-18T12:54:36.000Z	1416743202762145802	No stream today for  as I am going out with   for day 0 of  	{'place_id': '0102611f55c5f14b'}
2021-07-18T06:32:22.000Z	1416647011999301633	Morning 🌄 everyone wishing you a wonderful day today 😊 it's the 0nd day of go fest and there's a lot in store 😉 hope you go out there and catch lots of shines ✨ have a blast and good luck 👍 and thanks for the 0 followers really love ❤ this  community and so many	{'place_id': '002e24c6736f069d'}
2021-07-18T06:15:33.000Z	1416642781360107520	The men from season two of  were going out SOOOO sad lmaoooo dawg 😭💀	{'place_id': '01a9a39529b27f36'}
2021-07-18T05:49:26.000Z	1416636208533356545	 Please don’t go out of service please 😂	{'place_id': '00c39537733fa112'}
2021-07-18T05:33:50.000Z	1416632282597703680	Artie going out with a bang. 	{'place_id': '5e79986586911926'}
2021-07-18T05:15:40.000Z	1416627708759625730	im going back to school	{'place_id': 'fa3435044b52ecc7'}
2021-07-18T05:03:26.000Z	1416624632468213760	   0.) idgaf to go out to eat. 0.) why are vaccinated ppl so worried about non vaccinated ppl if it’s majorly of non vaccinated ppl hospitalized? 0.) I don’t care to take a vaccine for covid-0, but i still wear my mask, we have cancer, hiv/aids, Alzheimer’s still w/ nothing	{'place_id': '65e3a577f1940550'}
2021-07-18T05:01:25.000Z	1416624124785577985	🧒 anyways word on the street and the street does talk is the cops shut it down after only 0 days of being opened what's going out here is serious it's real .you better start acting like I'm trying to help all of us or not have a good safe night ✨👼💯✨ 	{'place_id': '011add077f4d2da3'}
2021-07-18T04:56:13.000Z	1416622814883418115	 Way to go out on a limb, buddy. Haha	{'place_id': '01a9a39529b27f36'}
2021-07-18T03:40:40.000Z	1416603802992533508	We lost that game in the second quarter. We started exactly how we wanted to and gave it all away in six minutes. Go out there and do it again in Game 0. Don’t take your foot off the gas for a single fucking second.	{'place_id': '4826a23b5615942a'}
2021-07-18T03:37:14.000Z	1416602939913814018	I’m a fun person to go out with	{'place_id': '01476f41278c3cd7'}
2021-07-18T03:35:05.000Z	1416602396973625349	I need (more) people to go out in HK with	{'place_id': '01a9a39529b27f36'}
2021-07-18T02:57:28.000Z	1416592931704684544	    Still waiting to see that report where cloth masks are slowing the spread. Or the one where there has been a huge breakout at a school. Get the kids back to school with no masks and stop.	{'place_id': '49cb377fd22f19fe'}
2021-07-18T02:54:19.000Z	1416592140369637378	 I go out alone all the time, I make friends easily, so I enjoy it! Not everybody is like that, so I am sensitive to that and don't expect everyone to be comfortable in that environment.  I hope you still get to enjoy your evening, you are a ray of sunshine to me!!	{'place_id': '01a9a39529b27f36'}
2021-07-18T02:36:18.000Z	1416587604611506176	 I’d love for the payoff to be Kenny and Don talking about no one kicking out. The lights go out and a video starts to play. We hear someone say, “You are wrong, one person HAS kicked out of the OWA, and he’s here.” Lights back on and Kota is behind Kenny in the ring.	{'place_id': '00c39537733fa112'}
2021-07-18T02:21:12.000Z	1416583804085538818	 I agree. But when you go out to hurt someone on purpose, that's crossing a line.	{'place_id': '002e24c6736f069d'}
2021-07-18T02:05:14.000Z	1416579786114322435	   Honestly at this point anything bad that happens to these pieces of shit is justified. Everybody has the right for a peaceful protest but these fucks go out and cause destruction and violence everywhere they go so if you're out with them you're complicit in all of their violence	{'place_id': '011add077f4d2da3'}
2021-07-18T02:04:24.000Z	1416579575191150593	My auntie rlly tried to Polynesian auntie me tonight, telling me to come back to her hotel tonight cause it’s going to rain and I’m like nooooope I’m going out sis! 😂.	{'place_id': '01a9a39529b27f36'}
2021-07-18T01:56:37.000Z	1416577616727916545	 😂 What you have a taste for? Nothing at home or you want to go out	{'place_id': '011add077f4d2da3'}
2021-07-18T01:52:47.000Z	1416576651228553223	Prayers go out to everyone in DC.	{'place_id': '00c55f041e27dc51'}
2021-07-18T01:52:11.000Z	1416576502393720833	I go out like once a year 	{'place_id': '94542c3c348faf28'}
2021-07-18T01:16:14.000Z	1416567456932536327	Too tired to go out lol	{'place_id': '011add077f4d2da3'}
2021-07-18T01:13:22.000Z	1416566732760641537	It’s me in the house while my mama go out. I guess it is her bday 🤷🏾‍♂️	{'place_id': '011add077f4d2da3'}
2021-07-18T00:52:32.000Z	1416561492665700358	I grew the hairdo because I am a thousand times better then you .it's wild when a nigga gotta go out his way to debeautify himself to keep people like you away and there u are. might as well shave  mabey get dressed Scarface was right u look like a bohemian monkey in a suit😇🤣💯	{'place_id': '011add077f4d2da3'}
2021-07-18T00:37:20.000Z	1416557666579664897	The worst part about the power going out at 0:0 PM is that it’s too early to just be like “fuck it!” and go to sleep.	{'place_id': 'f1a993cc8833f408'}
2021-07-18T00:35:15.000Z	1416557141129846796	i wanna go out and get lit but at the same time my bed & me being naked is the way	{'place_id': '00c39537733fa112'}
2021-07-18T00:26:10.000Z	1416554856970702855	 I was 0 or so? Sitting in right, so sad thinking we lost it before the walk off hit. My dad let let me go to school late the next day, wearing the championship t-shirt. I thought I was so cool.	{'place_id': '011add077f4d2da3'}
2021-07-18T00:13:29.000Z	1416551661691187202	I honestly applaud anyone who has been able to go out in this weatheryou are heroes	{'place_id': '01a9a39529b27f36'}
2021-07-13T16:15:12.000Z	1414981748853776388	Person hit by train at Atlantic Ave. expect delays	{'place_id': '011add077f4d2da3'}
2021-07-16T04:35:34.000Z	1415892842577371137	It’s 0:0am, exact time asst  Sarah Pitts was killed on  0 days ago. Am I wrong or has  still done NOTHING to that corner to get buses out of the bike lane there?     	{'place_id': '011add077f4d2da3'}
