197194192	2020-11-16T22:28:29.000Z	1328464989431025664	Osos 🐻🐻🐻🐻              en Cloud Gate 	{'place_id': '1d9a5370a355ab0c', 'coordinates': {'type': 'Point', 'coordinates': [-87.62331605, 41.88267808]}}
1185572365977214976	2020-11-19T18:07:04.000Z	1329486364136583169	Alright yall!!! As promised I am VERY pleased to announce that I am officially opening my own small Black owned business, an online fitness accessories boutique/line/lifestyle initiative AMINA FITNESS! Please visit here to sign up for my product launches.  	{'place_id': '1d9a5370a355ab0c'}
957294256556855297	2020-11-19T18:05:05.000Z	1329485866084003843	BFB EMT SpotlightProud moment when you visit Park Forest Fire Department and see BFB Firefighter/EMT Kyle Young photo on the wallEMT School 0Fire Academy 0Paramedic School graduating 0Opportunities Changes LivesCan’t wait to share his journey 	{'place_id': '1d9a5370a355ab0c'}
15471983	2020-11-19T17:21:58.000Z	1329475012399607810	Day 0 of  student-led explorations brought us to Millennium Park. Ss mapped a path, planned travel times & distance to walk. They documented attractions that can be accessed during COVID, accessibility features, & approximated how much time visitors should spend there. 	{'place_id': '1d9a5370a355ab0c'}
157518375	2020-11-19T16:32:30.000Z	1329462566431694851	The only part of traveling I’ll never be a fan of is having to pack/unpack.	{'place_id': '1d9a5370a355ab0c'}
66127289	2020-11-19T15:35:49.000Z	1329448302123884547	What’s wrong with South Dakota ? Idiotic behavior people are  loosing their lives freedom my ear what’s your issue will never visit you dumb state	{'place_id': '1d9a5370a355ab0c'}
1212500485590020096	2020-11-19T14:55:13.000Z	1329438084472188933	💫THRIVING THURSDAY💫Come visit Danny and Nat behind the bar. TONIGHT is the last night for slots due to state regulations, so come on out until further notice! 🎰 DOORS OPEN AT 0PM!!! 	{'place_id': 'e363b61fbd793d7d'}
23824100	2020-11-19T14:22:10.000Z	1329429767448375298	🚨 Shameless Plug Alert 🚨This travel mug (and other Newb merch) could be yours too. Shop our store online:  	{'place_id': '1d9a5370a355ab0c'}
29905725	2020-11-19T14:12:15.000Z	1329427271036375046	i miss traveling - maybe we'll go on a long drive this weekend	{'place_id': '1d9a5370a355ab0c'}
713876515985891328	2020-11-19T07:16:43.000Z	1329322696438640642	 Would that have worked?Because i might know someone who can time travel!	{'place_id': '1d9a5370a355ab0c'}
36784175	2020-11-19T07:13:32.000Z	1329321897176276999	New Arrivals Shop 0 s Ashland Chicago IL 0Visit :    	{'place_id': '1d9a5370a355ab0c'}
20665965	2020-11-19T05:22:30.000Z	1329293952630087680	 Oh crap. I’ve already gotten the update but I haven’t gotten to Halloween yet (I’m behind, I’m using time travel to catch up). I hope this doesn’t screw me out of Halloween  😢	{'place_id': '98a64980f963518d'}
389104934	2020-11-19T04:34:54.000Z	1329281976147333126	  I graduate next week :/.  But if I could get Farris to let me come do like a game with the alumni do during the 0-0 season I would without question travel back in town just for that. I wouldn’t miss that chance for the world.	{'place_id': '8b351eeb91372dc7'}
3414006856	2020-11-19T03:52:11.000Z	1329271226624315394	 Chicago, tell  or  to invite me down there 😭.I visit colleges & do hair, the deals be over decent too 😌.	{'place_id': '1d9a5370a355ab0c'}
269110631	2020-11-19T03:30:57.000Z	1329265880207945728	What a fabulous experience!Today we visit  love his  new kitchen!The food was delicious. Thank you so much Ravi. You are amazing!❤ @ Chic Chef Catering 	{'coordinates': {'type': 'Point', 'coordinates': [-88.00372, 41.91933]}, 'place_id': '92e012db736d72c5'}
1143789940951715842	2020-11-19T02:59:23.000Z	1329257938645561345	 0’0, 0 lb. DL Lance Martin grabbed a roster spot from Minneapolis’  today after a great visit to see the up and coming Auggies! He’s also being recruited by Gustavus and Simpson! Congratulations from  Lance! Keep up the good work! 	{'place_id': '1d9a5370a355ab0c'}
85340832	2020-11-19T02:20:08.000Z	1329248062120865795	              No vino had a bourbon with the food.... have 0 more weeks of travel hope all the rest are not like this!!	{'place_id': '4b3758bc32868265'}
1147866621542838275	2020-11-19T02:11:25.000Z	1329245865748426758	Looking forward to your visit!  	{'place_id': '1d9a5370a355ab0c'}
621445931	2020-11-19T01:56:02.000Z	1329241996435873793	Miss taking selfie’s in hotel room mirrors!     	{'place_id': '1d9a5370a355ab0c'}
151922121	2020-11-19T01:34:15.000Z	1329236515407491073	Romantic, modern, and effortlessly beautiful, an updo like this will never go out of style. 👰 For more timeless  hairstyles, visit our website below. Styled by Gia at our Oak St salon. ___    	{'place_id': '1d9a5370a355ab0c'}
177286450	2020-11-19T01:05:49.000Z	1329229358108590080	Them: shoot’s in London!Me: omg I can visit home Them: remote Me: 	{'place_id': '1d9a5370a355ab0c'}
1921314902	2020-11-19T01:01:00.000Z	1329228146097463305	For me, teaching remotely is only possible with reliable internet because I rely on multiple devices while working from home! If you're not happy with your service, check out  0G in  to get the fastest internet around! Visit:    	{'place_id': '1d9a5370a355ab0c'}
1030942016665006080	2020-11-20T23:48:16.000Z	1329934617693069312	                                    Me too, beautiful place, kind and friendly people, always happy to visit again 🤣👍🏻	{'place_id': '0fb8d7b7e21d86a5'}
1569227016	2020-11-20T23:00:33.000Z	1329922610898100227	god I miss traveling	{'place_id': '1d9a5370a355ab0c'}
1029793559363416068	2020-11-20T22:44:35.000Z	1329918590070480897	I have been local-traveling through ’s lesser-known neighborhoods (like  and let me tell ya — the ♥️ and soul of the city is NOT located downtown!Which smaller neighborhoods have you visited? 	{'place_id': '1d9a5370a355ab0c'}
221875427	2020-11-20T21:59:45.000Z	1329907309867393026	vow to visit Hawaii, Washington, Oregon, Nevada, Arizona, New Mexico, Colorado, Maine, Vermont, New Hampshire, Rhode Island, Delaware and most importantly Georgia; in the next four years  	{'place_id': '1d9a5370a355ab0c'}
329314944	2020-11-20T21:43:36.000Z	1329903243699359744	Why do yall constantly ask me where I find the dudes from my videos at? I’m not traveling to another dimension filled with hard dickS where these dudes are all just standing in line waiting on me to bring em to a random bathroom in Chicago to nutt on my beard 🥴.	{'place_id': '1d9a5370a355ab0c'}
1587775490	2020-11-20T21:22:02.000Z	1329897815158513664	like they werent even traveling as a group this is troubling	{'place_id': '1d9a5370a355ab0c'}
34895565	2020-11-20T20:23:27.000Z	1329883073132060672	Thinking back on when we could travel, eat and drink out, go to gigs and sport, pose awkwardly by a big bean 🇺🇸 @ Chicago, Illinois 	{'coordinates': {'type': 'Point', 'coordinates': [-87.632496, 41.883222]}, 'place_id': '1d9a5370a355ab0c'}
14522080	2020-11-20T20:04:18.000Z	1329878254967279623	It’s going to be good going back home to visit . 	{'place_id': '1d9a5370a355ab0c'}
24335444	2020-11-20T19:44:35.000Z	1329873294489686021	 If you're on a trip & don't receive a check in the process then ya hustling backwards 😁	{'place_id': '1d9a5370a355ab0c'}
3237029904	2020-11-20T18:41:11.000Z	1329857336991735812	  We are already being asked to not visit loved ones who are high risk. If you visit high risk then you should quarantine for 0 days or take a test prior to visiting. That’s what you should already be doing so how does that change if businesses are open?	{'place_id': '1d9a5370a355ab0c'}
213696414	2020-11-20T18:24:09.000Z	1329853051574906880	 - COCO AND BREEZY’S ZENNI COLLAB FEATURES GLASSES 👓 THAT BENEFIT MENTAL HEALTH!   🧠  x  For MORE visit 👇 	{'place_id': '1d9a5370a355ab0c'}
1214543334628319232	2020-11-20T18:21:28.000Z	1329852375356624900	 is inviting all of our  first responders to come visit us at the   Monroe store to ask any questions and sign up for our  services and discounts.       	{'place_id': '0fc3444ad6d42001'}
1142437271536381955	2020-11-20T18:15:58.000Z	1329850991714426880	 Thanks for the follow,  King. I must visit Lusaka soon.	{'place_id': '1d9a5370a355ab0c'}
983414952441663489	2020-11-20T17:16:25.000Z	1329836005692727297	 guidelines to abstain from  traveling are for everyone—even those tracking   	{'place_id': '0e0b9a037618a313'}
38579435	2020-11-20T17:10:48.000Z	1329834590085795848	“So shame me if you must, but my wife and I decided that we would travel for Thanksgiving, though with a few added measures for safety. “hideous, awful, thoughtless, selfish trash 	{'place_id': '1d9a5370a355ab0c'}
15586371	2020-11-20T16:47:39.000Z	1329828765191565314	  Because of masks we don’t see the spread in nursing homes spiking disproportionately more. This the case & point that covid is spreading at home, where people feel uncomfortable wearing masks when family or friends visit.	{'place_id': '1d9a5370a355ab0c'}
983414952441663489	2020-11-20T15:55:18.000Z	1329815590509436930	Keep social and physical distancing during  We urge against traveling via planes and trains. We also advise no black Friday shopping indoors. 	{'place_id': '0e0b9a037618a313'}
281901165	2020-11-20T15:09:20.000Z	1329804023772434432	 you need to visit   or  to get free sauce whenever you are out.	{'place_id': '6af99a29bfae42a2'}
111361970	2020-11-20T14:01:49.000Z	1329787034488229889	. I am grateful for the measures Canada’s leaders have instituted to keep my family as safe as possible, but urge you soften the “compassionate” criteria under which family members can visit from the U.S. The present criteria is, in practice, prohibitive. 🇨🇦 🇺🇸 	{'place_id': '1d9a5370a355ab0c'}
2878794142	2020-11-20T14:01:22.000Z	1329786919279075336	Looking for the next great Cinematographer (DP) and Gaffer? Film maker? ChiCityGaffer is the ultimate go to for best content captures!!! Visit (         	{'coordinates': {'type': 'Point', 'coordinates': [-87.58511428, 41.75583915]}, 'place_id': '1d9a5370a355ab0c'}
932714927223201792	2020-11-20T13:59:12.000Z	1329786374640324608	Black Friday deals are here! Get everyone the gift they really want this holiday season. Visit your local AT&T to learn more about saving up to 0% off tablets for you and everyone on your shopping list. These deals won’t last!    	{'place_id': '5dda693228b6e19a'}
932714927223201792	2020-11-20T13:57:26.000Z	1329785927871426560	Black Friday time! ⌚ These  won’t last! Visit your local AT&T to check out our Black Friday BOGO smartwatch deal and other great deals this holiday season.    	{'place_id': '50f296a1bd4198b6'}
55883371	2020-11-20T13:07:56.000Z	1329773473447751683	Wanted to get a COVID test to ease the minds of family members and because MA requires it if traveling from IL... got here early and the line is like 👀 miles long.  Shout out to all the healthcare workers ❤️🙏.	{'place_id': '1d9a5370a355ab0c'}
40450439	2020-11-20T13:05:41.000Z	1329772907099250692	Tomorrow, Saturday November 0 Pam Benson will be set up at Affordable Antiques & More.  Known for high end estate jewelry at or near wholesale prices. She also carries beautiful antiques & collectibles. Visit Pam Benson Fine Jewelry & Antiques 0:0 AM-0PM.  	{'place_id': '107ffde2a954d000'}
1122308993802801157	2020-11-20T13:02:02.000Z	1329771988617924608	I’ve joined those canceling their Thanksgiving travel plans. Now pray for me in the kitchen.  	{'place_id': '1d9a5370a355ab0c'}
100538298	2020-11-20T05:58:38.000Z	1329665437265764352	Listen on  or visit my Official Artist Page:   	{'place_id': '1d9a5370a355ab0c'}
626893548	2020-11-20T04:21:38.000Z	1329641025736990720	People that are traveling for fun should get fined. Idgaf, be considerate of those that are staying home to slow down the spread of this virus.	{'place_id': '1d9a5370a355ab0c'}
797871852374917120	2020-11-20T04:14:02.000Z	1329639111301488641	As I continue to help those who are traveling through a valley most of us could never imagine having to go through...I humbly ask your help	{'place_id': '1d9a5370a355ab0c'}
3139670323	2020-11-20T03:51:11.000Z	1329633361242038273	  My parents. It’s hot so they are staying in anyway. Looks like they are lifting the restrictions this weekend now. Amazing public health outbreak response unlike the effort here. Guess can’t travel for 0 years.	{'place_id': '1d9a5370a355ab0c'}
534484243	2020-11-20T02:54:33.000Z	1329619110104326146	 Sorry to here.  Might want to visit him.	{'place_id': 'a2e9665d39e55b17'}
922550231325204481	2020-11-20T02:44:36.000Z	1329616604674613248	If I ever acquire a time machine, the first place I visit will be Hateg Island.	{'place_id': 'd77ed7c9521c898d'}
99932864	2020-11-20T02:28:42.000Z	1329612605934219264	Remembering the good old days..        @ Willis Tower 	{'coordinates': {'type': 'Point', 'coordinates': [-87.63589025, 41.87879516]}, 'place_id': '1d9a5370a355ab0c'}
2932780618	2020-11-20T01:56:51.000Z	1329604590371807232	First thing post Covid- visit Magic City in Atlanta	{'place_id': '1d9a5370a355ab0c'}
501549599	2020-11-20T01:15:19.000Z	1329594137683832833	I Can’t Wait For It To Be Safe To Travel So I Can Go To Magic City And Spend Half My Life Savings 🍑🍑🍑💸💸💸	{'place_id': '1d9a5370a355ab0c'}
731488912779051009	2020-11-20T01:08:54.000Z	1329592521924685824	Let’s go back...in....TIME! Courtesy of the “Dann & Raymond Movie Club” we’re traveling to the past and the FUTURE, as portrayed on the silver screen. Tally-ho!     	{'place_id': 'cdf74b55fc0d4600'}
2878794142	2020-11-20T01:00:23.000Z	1329590379038076928	Looking for the next great Cinematographer (DP) and Gaffer? Film maker? ChiCityGaffer is the ultimate go to for best content captures!!! Visit (         	{'coordinates': {'type': 'Point', 'coordinates': [-87.58505298, 41.75571734]}, 'place_id': '1d9a5370a355ab0c'}
113526925	2020-11-21T23:25:21.000Z	1330291237258211339	Come back and visit often! 	{'place_id': '1d9a5370a355ab0c'}
336916932	2020-11-21T23:00:57.000Z	1330285096209960960	Back in Chicago. No travel for me next weekend (yes, really). Promised my wife. 😂	{'place_id': '1d9a5370a355ab0c'}
2369449952	2020-11-21T22:28:55.000Z	1330277035630006274	The second highest air travel day since mid-March was yesterday. 	{'place_id': '1d9a5370a355ab0c'}
2878794142	2020-11-21T22:00:26.000Z	1330269867879116802	Looking for the next great Cinematographer (DP) and Gaffer? Film maker? ChiCityGaffer is the ultimate go to for best content captures!!! Visit (         	{'coordinates': {'type': 'Point', 'coordinates': [-87.58491677, 41.75571812]}, 'place_id': '1d9a5370a355ab0c'}
4852189509	2020-11-21T21:43:35.000Z	1330265625864916993	You’re parents are. And I pray me and Natalie  look this good while still traveling the world 🤞🏽 	{'place_id': 'c8b021ffd0c94ffc'}
49420424	2020-11-21T20:33:40.000Z	1330248034727440388	I think the magic thing about touring was that for once you got to see your friends in their hometown instead of them coming to visit you while they’re on the road with their band ❤️	{'place_id': '1d9a5370a355ab0c'}
942800219120467968	2020-11-21T20:06:31.000Z	1330241202092904452	Preorder your  Brunch Boxes with everything you see here plus our cold brew coffee! 🦃 Visit our website for more details. ___      	{'place_id': '0fc290b01115b001'}
22845542	2020-11-21T19:51:46.000Z	1330237486543630336	As of today, it has been a year since I have been on a flight!! I was in Prague for client engagements. Had I know travel was coming to an end, I might have tried to enjoy the headaches of dead phones and intl internet during my layover in London. 🙂 	{'place_id': '1d9a5370a355ab0c'}
2258515418	2020-11-21T19:42:48.000Z	1330235230234546188	Fuck you to whoever is still partying, still going out, and traveling during a whole pandemic. Covid cases are going up every day. You're the damn reason why I cant even vist my grandma in the hospital.	{'place_id': '1d9a5370a355ab0c'}
4274200641	2020-11-21T19:27:45.000Z	1330231444006952966	 why are Indians with OCI Cards being prevented from boarding their flights? The Indian government is allowing OCI cardholders to travel. If there is a problem they why sell tickets and then later deny boarding? It doesn’t seem to be good business ethics.	{'place_id': '1d9a5370a355ab0c'}
1452995533	2020-11-21T19:18:45.000Z	1330229179581927428	 I stayed at a Holiday Inn in Kenosha so I could go to an Old Navy outlet the next day. Traveling is my passion.	{'place_id': '1d9a5370a355ab0c'}
1011081291905818624	2020-11-21T18:27:22.000Z	1330216248483979271	if you’re traveling for thanksgiving, you’re selfish ❤️	{'place_id': '1d9a5370a355ab0c'}
48361085	2020-11-21T18:00:15.000Z	1330209425437716480	Holiday shopping is upon us. We are ready! With recent manufacturer markdowns, now is a great time.Visit us at Crestwood and Schaumburg locations.   	{'place_id': '0fc2aa5ba294f000'}
52301540	2020-11-21T17:32:54.000Z	1330202542685491200	it got warm enough for him to move on to his next destination, hope he enjoyed his visit! ❤️🦇	{'place_id': '1d9a5370a355ab0c'}
14181996	2020-11-21T17:26:17.000Z	1330200874510135300	 Plus, I live in Chicago. 🙄  And I'm not traveling anytime soon either.	{'place_id': '1d9a5370a355ab0c'}
410169718	2020-11-21T16:45:56.000Z	1330190722394419200	In all My Travels by Plane I’m constantly amazed of the People that can’t count to 0 or don’t know the first 0 letters of the alphabet.. depending on the plane  Model you on  ..🤦🏻‍♂️	{'place_id': '0fc7e0a406d55000'}
941046518080995328	2020-11-21T16:33:33.000Z	1330187606282412034	   Right?  What a joy to have this now! Hoping we can actually go back 0 to visit family. 😢. Until then, I can live vicariously through this! 💚🤍🧡	{'place_id': '47fe07f1c6b38dbd'}
15532611	2020-11-21T16:12:46.000Z	1330182377075773442	White Tagliare Visit the website (link in bio) to learn about our SideKick Pickups.     @ Highland Park, Illinois 	{'coordinates': {'type': 'Point', 'coordinates': [-87.7992, 42.1842]}, 'place_id': 'e214bb64bf8aa04d'}
18128447	2020-11-21T16:02:54.000Z	1330179891690672129	So the ACC was fine with a COVID positive player traveling with a team and then that team immediately playing a game? After how paranoid everybody has been all year? Sure. Seems legit. 	{'place_id': '1d9a5370a355ab0c'}
18497691	2020-11-21T15:49:06.000Z	1330176418140008449	Very confused as to why people are still traveling like over 0k people aren’t being infected a day	{'place_id': '1d9a5370a355ab0c'}
155316969	2020-11-21T15:18:45.000Z	1330168781109415943	Sale starts TODAY! To purchase, please visit the Kendra Scott Color Bar! Select the GOLD metal & the Platinum Drusy stone.Gracelet 0.0: The Sisters' Necklace: Make sure you enter code GIVEBACK-0FI at checkout! 	{'place_id': '1d9a5370a355ab0c'}
21030624	2020-11-21T14:31:03.000Z	1330156775660773379	 🤣🤣 You are right! If I could travel, I would have it stocked but I found Cruzan at the store down the street.	{'place_id': '1d9a5370a355ab0c'}
54131391	2020-11-21T14:14:11.000Z	1330152533818568704	Hong Kong, Singapore travel bubble popped by virus spike 	{'place_id': '1d9a5370a355ab0c'}
48650395	2020-11-21T12:48:20.000Z	1330130929734529027	“The majority of travelers were expected to drive, but even air travel was anticipated to be down nearly 0 percent this year”-Suggesting to people to be safe is not making them change their behavior 	{'place_id': '1d9a5370a355ab0c'}
994046334	2020-11-21T10:57:50.000Z	1330103118512726018	   Which is ridiculous-those two (Shirkey and Chattfield) are MI biggest Covid-0 deniers. They hoping nobody thinks too long on their WH visit.	{'place_id': 'c8b021ffd0c94ffc'}
21851651	2020-11-21T07:18:17.000Z	1330047869714374659	 This is probably the most she's been home in her entire career. I know she's still working, but to be in NY or Cali for long periods, she seems like she's enjoying it. It's gonna be hard when we can travel freely again, I bet.	{'place_id': 'c8b021ffd0c94ffc'}
826495641983528960	2020-11-21T06:29:19.000Z	1330035544819179523	my gorda came to visit , she cried and pooped....I’m ready for a kitty for sure 💯	{'place_id': '1d9a5370a355ab0c'}
1098994803268833280	2020-11-21T04:26:50.000Z	1330004722917527554	..just announced  is the MOST-INFECTIOUS virus known to man, behind measles. and y’all traveling for Thanksgiving?!? GURL.	{'place_id': 'cdf74b55fc0d4600'}
1304129868	2020-11-21T03:50:05.000Z	1329995472220676098	 Like Milton Bradley situation.  I’d like to visit his grave.	{'place_id': '1d9a5370a355ab0c'}
908256604570701824	2020-11-21T03:36:33.000Z	1329992067146125314	Friday night in Boystown😈              @ Boystown 	{'coordinates': {'type': 'Point', 'coordinates': [-87.64955686, 41.94400409]}, 'place_id': '1d9a5370a355ab0c'}
1072931503502450688	2020-11-21T03:36:16.000Z	1329991995222233089	Meeting with the coaches during  a school visit.  Touring the campus.     And getting a scholarship offer to play softball!!!!! @ Deerfield, Illinois 	{'coordinates': {'type': 'Point', 'coordinates': [-87.85138889, 42.16833333]}, 'place_id': '72efa03540804278'}
1328622911456825345	2020-11-21T03:29:45.000Z	1329990354423209984	My favorite part about traveling is just walking around my hotel room naked at the end of the day 😌	{'place_id': '1d9a5370a355ab0c'}
2332712522	2020-11-21T03:29:26.000Z	1329990276203556865	Our Paleta de Limon is one of the many real fruit paletas in our menu. This paleta is perfect for everyone any time of the year 😋🍋Visit us now or come next Friday November 0th from 0 am. to 0 pm. for our Black Friday $0 paleta sale 🎉🎈🥳📍  0 S. Pulaski Rd. 	{'place_id': '07d9dac3ed085000'}
43118787	2020-11-21T03:27:08.000Z	1329989697393872901	 Well I guess this makes sense then... Forbes: Iowa in top 0 riskiest state to visit...In a recent list, Forbes said Iowa was a place to think twice about visiting, ranking the third highest risk state for COVID-0 spread behind South Dakota and North Dakota.	{'place_id': 'ecbe21c16e88f161'}
1212500485590020096	2020-11-21T03:16:04.000Z	1329986913374236672	Come visit Danny behind the bar!!! It’s a beautiful night and it’s still young!!! 🎉🎉🎉 	{'place_id': '50f296a1bd4198b6'}
1087190989494734857	2020-11-21T02:52:33.000Z	1329980994074587136	 You should there’s always a demand for nurses && you can be a travel nurse they get paid better and get to travel 😏	{'place_id': '1d9a5370a355ab0c'}
934373196312338433	2020-11-21T02:44:36.000Z	1329978994339573766	On mountain bikes in the Utah desert, a college reunion like no otherBy John Briley	{'place_id': '1d9a5370a355ab0c'}
317546129	2020-11-21T01:45:17.000Z	1329964067788906496	I grew up outside. It wasn’t a day I wasn’t tryna travel the world	{'place_id': '003cc2276dfcaca4'}
425368631	2020-11-21T00:50:04.000Z	1329950171984179200	my mom finally decided to retire in 0, her and my dad are going to kick off her retirement by traveling cross country 👏🥺	{'place_id': '1d9a5370a355ab0c'}
81901250	2020-11-21T00:02:30.000Z	1329938198642954240	Officially staying home for Thanksgiving. No guests are coming over.Even got tested today, w/ results due back by Mon. Until an hour ago,, we were thinking we might travel to see nonelderly relatives. But we decided to forgo that.This is the right call.tbh, my mood: 	{'place_id': '1d9a5370a355ab0c'}
2783341831	2020-11-22T23:58:32.000Z	1330661978608705536	This pilgrim cancelled Thanksgiving travel 	{'place_id': '1d9a5370a355ab0c'}
385151590	2020-11-22T23:46:27.000Z	1330658935825707015	Why travel when you can stay home and listen to every Bond song ever made?! 	{'place_id': '1d9a5370a355ab0c'}
52102354	2020-11-22T22:56:31.000Z	1330646369724477440	 It’s very strange to be the only one. But so much gratitude must be felt for the act of being able to visit graves of loved ones.  There are not always graves. ❤️	{'place_id': '1d9a5370a355ab0c'}
2258515418	2020-11-22T22:28:43.000Z	1330639375370215424	if you work with kids and still traveling, partying, and going out. How can you even risk yourself getting covid knowing you take care of kids? Like, I seen three people that would cover for me do it and I'm just like you're the reason shit keeps getting worse.	{'place_id': '1d9a5370a355ab0c'}
77055884	2020-11-22T21:37:47.000Z	1330626556474036224	It’s my life mission to travel to the UK to meet this iconic angel ✨🥰 she’s always posting the most encouraging messages when I need them the most. 	{'place_id': '1d9a5370a355ab0c'}
2986303310	2020-11-22T21:01:12.000Z	1330617349041496064	 Not traveling and decided a few weeks ago to not have the in-laws over (0 adults, 0 teens). Husband is going to make homemade pizza on the grill and we ordered pie from a friend and a local business.	{'place_id': '1d9a5370a355ab0c'}
517104240	2020-11-22T20:52:17.000Z	1330615106439417857	The Smash community gave me chances to travel, comfort in times of pain, exciting adrenaline from competing, and countless laughs. I have so many incredible memories. It was like a second life for me. Countless friends that I’ll never forget. 	{'place_id': '9f3d755fe1a081a4'}
191528360	2020-11-22T20:18:43.000Z	1330606659371212801	"Omega McBride Brand▪︎Trendsetter Travel Hoodie▪︎Orange on AcornContinue. How? Courageously."" to Encourage.  that Empowers.""  @ Chicago, Illinois "	{'coordinates': {'type': 'Point', 'coordinates': [-87.632496, 41.883222]}, 'place_id': '1d9a5370a355ab0c'}
1317670510642319360	2020-11-22T20:12:02.000Z	1330604976067010562	I just wanna save up my money & travel the world 🌎 ✈️❤️	{'place_id': '1d9a5370a355ab0c'}
848978979604357120	2020-11-22T19:41:44.000Z	1330597350268678145	A 0 credit score can get you approved for a loanA 0 gets you down payment assistance.Visit here for more info on credit repair 	{'place_id': '1d9a5370a355ab0c'}
29101763	2020-11-22T18:27:39.000Z	1330578709233995780	My best friend is currently safely traveling on a private jet. It’s a surprise from her man and I’m freaking out because WE ARE on a private jet!!! We’re so close whatever she experiences I do too and vice versa. I’ll try not mess this up for us. Fly baby fly 🥂🎉❤️	{'place_id': '1d9a5370a355ab0c'}
2251821259	2020-11-22T18:13:54.000Z	1330575245674213381	 Let’s do it 😻 I love traveling so hopefully our schedules align soon!	{'place_id': '1d9a5370a355ab0c'}
2450016475	2020-11-22T17:43:36.000Z	1330567621817864198	Have gay, will travel 	{'place_id': '1d9a5370a355ab0c'}
3931155238	2020-11-22T17:26:36.000Z	1330563343552221191	  Yeah- what’s travel? 😂😂 I could avoid those city sponsored chainsaws...	{'place_id': '1d9a5370a355ab0c'}
408044273	2020-11-22T16:57:13.000Z	1330555947291455488	Natural Glam for the win ✨ Come visit me at my suite , CHICAGO 🥰  	{'place_id': 'd6eacc5955ffad4b'}
318060903	2020-11-22T14:41:56.000Z	1330521902679552000	Did you know our  facility has a purpose-built play space specifically designed to meet the needs of 0-0 months olds?! It’s the perfect place for toddlers to run, jump, ride, hide or slide! Book a visit!   	{'place_id': '1d9a5370a355ab0c'}
2464203966	2020-11-22T08:42:45.000Z	1330431512286785537	Christian called me to tell me he is high enough to fly to Chicago	{'place_id': '1d9a5370a355ab0c'}
2488245608	2020-11-22T07:32:39.000Z	1330413872231145474	Please, please stay home. It’s one year, and a holiday is just a day. There are plenty of safe ways you can still celebrate or be with your families without traveling or seeing them in person. If we get through this we’ll have many holidays to celebrate with each other later! 	{'place_id': '001dfcdd3eb26fdb'}
374402251	2020-11-22T06:16:08.000Z	1330394615984349184	   I don't think I'm ever going to be as thrifty as the people who visit this web page.	{'place_id': '1d9a5370a355ab0c'}
250703819	2020-11-22T06:00:49.000Z	1330390760659816448	My kind of town made the list: 0 best cheap vacations in the U.S. - sometime we'll be able to travel again... ❤  	{'place_id': '1d9a5370a355ab0c'}
14379105	2020-11-22T04:26:00.000Z	1330366898991673345	I’m kind of really pissed off seeing all these people say how they’re still traveling home for Thanksgiving despite COVID spikes.I canceled my flight. I’ll be spending Thanksgiving alone. You’re all fucking selfish.	{'place_id': '1d9a5370a355ab0c'}
49161297	2020-11-22T04:23:22.000Z	1330366237235421194	 Days of future past is my least favorite. All that back and forward time travel shit. I hate how they killed EVERYBODY. And it was another logan movie. Like ok ok we get it. Hes the most marketable xman	{'place_id': '1d9a5370a355ab0c'}
260604443	2020-11-22T04:03:35.000Z	1330361258542063616	Outdoor family activity: visit to farm in suburb of Chicago for a quick afternoon escape from our city life, 0/0/0 @ Historic Wagner Farm 	{'coordinates': {'type': 'Point', 'coordinates': [-87.78143147, 42.08208732]}, 'place_id': 'ed888f00de07aa3a'}
1120976048	2020-11-22T04:03:33.000Z	1330361250514145280	 That’s Hank and I when I visit him in Angola.... they got the best one 😂👌🏽	{'place_id': '1d9a5370a355ab0c'}
1265366944523464706	2020-11-22T03:22:19.000Z	1330350872489025536	I am available now in Chicago, Illinois, United States! To contact me, visit 	{'place_id': '1d9a5370a355ab0c'}
1071173855870402560	2020-11-22T02:32:44.000Z	1330338396473073665	And it is not even the busiest part of the travel week yet! Cancelling your flight is easy - I did it in one click and got a voucher for a future, safer time.     	{'place_id': '1d9a5370a355ab0c'}
3347619411	2020-11-22T02:30:17.000Z	1330337777058258945	Please please please don't travel for Thanksgiving ❤️ 	{'place_id': '1d9a5370a355ab0c'}
882640633772601345	2020-11-22T02:24:21.000Z	1330336285551169540	If I don’t travel to Italy at least once, I failed at life. 	{'place_id': '1d9a5370a355ab0c'}
1219163299	2020-11-22T01:59:14.000Z	1330329964625993729	  - Right JB, just like you rescheduled your family’s vacation schedule by traveling in Florida. We see you, hypocrite. We do as you do, not what you say	{'place_id': '1d9a5370a355ab0c'}
24320088	2020-11-22T01:44:57.000Z	1330326370438832130	 Willits! We were privileged to visit a couple of years ago. Such beautiful country.	{'place_id': '227d358f6ed8d29e'}
67417979	2020-11-22T01:39:10.000Z	1330324914654617603	Now is the time to get your holiday shopping done – support us and our friends  Chicago. Use DANK0 to support the DANK Haus when you check out, and 0% of your order will go to our organization!Visit  to shop!	{'place_id': '1d9a5370a355ab0c'}
4269171977	2020-11-22T01:36:42.000Z	1330324294598062080	Super easy thing to do when you travel 0/0 the year. 	{'place_id': '1d9a5370a355ab0c'}
1172996251606011904	2020-11-22T01:33:17.000Z	1330323432874106881	My Grandpa has Alzheimer's, he spends most of his day sitting in his chair watching TV & trying to make sense of what's going on around him. When Mini Dozer and I come for a visit, he lights up and become a so full of life, even if just for a bit!   	{'place_id': '9f3d755fe1a081a4'}
